epoch,step,train_loss,val_loss
0,236,,0.10499724745750427
0,236,0.12633715569972992,
1,473,,0.10921595990657806
1,473,0.1032879501581192,
2,710,,0.10315906256437302
2,710,0.10164061188697815,
3,947,,0.10713280737400055
3,947,0.10068725049495697,
4,1184,,0.10687588155269623
4,1184,0.0999545156955719,
5,1421,,0.11020682007074356
5,1421,0.10111543536186218,
6,1658,,0.10415019094944
6,1658,0.09975689649581909,
7,1895,,0.10370334982872009
7,1895,0.09986621886491776,
8,2132,,0.10560186952352524
8,2132,0.09833783656358719,
9,2369,,0.10148464143276215
9,2369,0.0979885458946228,
10,2606,,0.10303688049316406
10,2606,0.097199447453022,
11,2843,,0.1035478264093399
11,2843,0.09668068587779999,
12,3080,,0.10170705616474152
12,3080,0.09700287133455276,
13,3317,,0.10500667989253998
13,3317,0.09626451134681702,
14,3554,,0.10314838588237762
14,3554,0.0958801880478859,
15,3791,,0.1025041788816452
15,3791,0.09593656659126282,
16,4028,,0.10074960440397263
16,4028,0.09626773744821548,
17,4265,,0.1032329872250557
17,4265,0.09592196345329285,
18,4502,,0.10223312675952911
18,4502,0.09466218948364258,
19,4739,,0.10368414223194122
19,4739,0.09492799639701843,
20,4976,,0.10473915934562683
20,4976,0.09500478953123093,
21,5213,,0.1010269746184349
21,5213,0.09464862942695618,
22,5450,,0.10245425999164581
22,5450,0.09529674053192139,
23,5687,,0.10196994990110397
23,5687,0.09452027827501297,
24,5924,,0.09993985295295715
24,5924,0.09401987493038177,
25,6161,,0.10008134692907333
25,6161,0.09401918947696686,
26,6398,,0.09978094696998596
26,6398,0.0944477841258049,
27,6635,,0.10045859217643738
27,6635,0.09373067319393158,
28,6872,,0.09976065158843994
28,6872,0.09393657743930817,
29,7109,,0.10188060253858566
29,7109,0.09364143013954163,
30,7346,,0.10848972946405411
30,7346,0.09332376718521118,
31,7583,,0.10219065845012665
31,7583,0.09385127574205399,
32,7820,,0.10050436854362488
32,7820,0.09374704957008362,
33,8057,,0.1027819886803627
33,8057,0.09335373342037201,
34,8294,,0.09983637928962708
34,8294,0.09247475862503052,
35,8531,,0.09990669786930084
35,8531,0.09273268282413483,
36,8768,,0.1010887548327446
36,8768,0.09262891858816147,
37,9005,,0.10172425210475922
37,9005,0.09252611547708511,
38,9242,,0.1031658947467804
38,9242,0.09261965751647949,
39,9479,,0.10283256322145462
39,9479,0.09178175032138824,
40,9716,,0.10212280601263046
40,9716,0.09200701862573624,
41,9953,,0.10020239651203156
41,9953,0.09167079627513885,
42,10190,,0.10130910575389862
42,10190,0.09129426628351212,
43,10427,,0.10132578015327454
43,10427,0.09146171063184738,
44,10664,,0.10128424316644669
44,10664,0.09115610271692276,
45,10901,,0.10063906759023666
45,10901,0.09106940776109695,
46,11138,,0.10035137832164764
46,11138,0.09085526317358017,
47,11375,,0.10429443418979645
47,11375,0.09077445417642593,
48,11612,,0.1026802584528923
48,11612,0.09038770198822021,
