epoch,step,test_accuracy,test_loss,train_accuracy,train_loss,val_accuracy,val_loss
0,124,,,,,0.19900000095367432,2.41458797454834
0,124,,,0.14562499523162842,2.5499253273010254,,
1,249,,,,,0.2150000035762787,2.1793203353881836
1,249,,,0.20024999976158142,2.286794900894165,,
2,374,,,,,0.2800000011920929,1.9934993982315063
2,374,,,0.23987500369548798,2.080305576324463,,
3,499,,,,,0.32199999690055847,1.8450744152069092
3,499,,,0.2985000014305115,1.9161800146102905,,
4,624,,,,,0.3529999852180481,1.725358009338379
4,624,,,0.3316250145435333,1.7843632698059082,,
5,749,,,,,0.453000009059906,1.6281168460845947
5,749,,,0.42925000190734863,1.6776342391967773,,
6,874,,,,,0.47699999809265137,1.5484838485717773
6,874,,,0.476500004529953,1.5906124114990234,,
7,999,,,,,0.49000000953674316,1.4826263189315796
7,999,,,0.49024999141693115,1.5189565420150757,,
8,1124,,,,,0.49900001287460327,1.42745840549469
8,1124,,,0.4976249933242798,1.4592632055282593,,
9,1249,,,,,0.5149999856948853,1.3806034326553345
9,1249,,,0.5057500004768372,1.4088670015335083,,
10,1374,,,,,0.5559999942779541,1.3401026725769043
10,1374,,,0.5339999794960022,1.3656314611434937,,
11,1499,,,,,0.6019999980926514,1.3045282363891602
11,1499,,,0.578374981880188,1.3278861045837402,,
12,1624,,,,,0.6169999837875366,1.272908091545105
12,1624,,,0.6121249794960022,1.2944681644439697,,
13,1749,,,,,0.6340000033378601,1.2443054914474487
13,1749,,,0.6244999766349792,1.2644835710525513,,
14,1874,,,,,0.652999997138977,1.2182867527008057
14,1874,,,0.6381250023841858,1.2372459173202515,,
15,1999,,,,,0.6690000295639038,1.1943960189819336
15,1999,,,0.6551250219345093,1.2123304605484009,,
16,2124,,,,,0.6809999942779541,1.1723148822784424
16,2124,,,0.6726250052452087,1.1893467903137207,,
17,2249,,,,,0.6970000267028809,1.1517932415008545
17,2249,,,0.6881250143051147,1.1680123805999756,,
18,2374,,,,,0.7080000042915344,1.1326048374176025
18,2374,,,0.7023749947547913,1.1481211185455322,,
19,2499,,,,,0.7229999899864197,1.11460542678833
19,2499,,,0.7167500257492065,1.129464030265808,,
20,2624,,,,,0.7350000143051147,1.0976159572601318
20,2624,,,0.7317500114440918,1.1119256019592285,,
21,2749,,,,,0.7440000176429749,1.0816136598587036
21,2749,,,0.7443749904632568,1.0953716039657593,,
22,2874,,,,,0.7570000290870667,1.0664629936218262
22,2874,,,0.7576249837875366,1.079700231552124,,
23,2999,,,,,0.7680000066757202,1.0520365238189697
23,2999,,,0.7681249976158142,1.0648142099380493,,
24,3124,,,,,0.7739999890327454,1.0383148193359375
24,3124,,,0.7768750190734863,1.050661325454712,,
25,3249,,,,,0.7829999923706055,1.0252187252044678
25,3249,,,0.7903749942779541,1.0371547937393188,,
26,3374,,,,,0.7950000166893005,1.0126938819885254
26,3374,,,0.7977499961853027,1.0242518186569214,,
27,3499,,,,,0.7979999780654907,1.0007123947143555
27,3499,,,0.8071249723434448,1.0119054317474365,,
28,3624,,,,,0.8069999814033508,0.989208996295929
28,3624,,,0.8137500286102295,1.0000523328781128,,
29,3749,,,,,0.8159999847412109,0.9781603217124939
29,3749,,,0.8206250071525574,0.9886903166770935,,
30,3874,,,,,0.8180000185966492,0.9675272703170776
30,3874,,,0.8292499780654907,0.9777477979660034,,
31,3999,,,,,0.8240000009536743,0.957282304763794
31,3999,,,0.8353750109672546,0.9672202467918396,,
32,4124,,,,,0.8299999833106995,0.9474173188209534
32,4124,,,0.8417500257492065,0.9570569396018982,,
33,4249,,,,,0.8330000042915344,0.9378899931907654
33,4249,,,0.8483750224113464,0.9472529292106628,,
34,4374,,,,,0.8370000123977661,0.9286742806434631
34,4374,,,0.8529999852180481,0.9377883076667786,,
35,4499,,,,,0.8410000205039978,0.9197620749473572
35,4499,,,0.8569999933242798,0.9286256432533264,,
36,4624,,,,,0.8510000109672546,0.9111230373382568
36,4624,,,0.8615000247955322,0.9197535514831543,,
37,4749,,,,,0.8529999852180481,0.9027668833732605
37,4749,,,0.8659999966621399,0.9111587405204773,,
38,4874,,,,,0.859000027179718,0.8946451544761658
38,4874,,,0.8712499737739563,0.9028280377388,,
39,4999,,,,,0.8619999885559082,0.8867694139480591
39,4999,,,0.8731250166893005,0.8947420716285706,,
40,5124,,,,,0.8700000047683716,0.8791226148605347
40,5124,,,0.8777499794960022,0.8868740797042847,,
41,5249,,,,,0.8740000128746033,0.8716669082641602
41,5249,,,0.8823750019073486,0.8792468905448914,,
42,5374,,,,,0.878000020980835,0.8644429445266724
42,5374,,,0.8855000138282776,0.8718029260635376,,
43,5499,,,,,0.8799999952316284,0.8573861122131348
43,5499,,,0.8880000114440918,0.8645741939544678,,
44,5624,,,,,0.8849999904632568,0.8505083322525024
44,5624,,,0.8918750286102295,0.8575332760810852,,
45,5749,,,,,0.8899999856948853,0.8438256978988647
45,5749,,,0.8947499990463257,0.8506643772125244,,
46,5874,,,,,0.8899999856948853,0.837300717830658
46,5874,,,0.8961250185966492,0.8439748883247375,,
47,5999,,,,,0.890999972820282,0.8309447169303894
47,5999,,,0.8983749747276306,0.8374488353729248,,
48,6124,,,,,0.8920000195503235,0.8247381448745728
48,6124,,,0.9002500176429749,0.8310778141021729,,
49,6249,,,,,0.8949999809265137,0.8186662197113037
49,6249,,,0.9016249775886536,0.8248589038848877,,
50,6250,0.890999972820282,0.833109974861145,,,,
