x,y,t
0.482594905,-0.114817217,6
-0.834501711,0.611484629,7
-0.367614396,0.512587945,0
-0.553695326,-0.102594527,4
-0.361653303,0.423438063,0
-0.247319572,-0.723538936,9
-0.033965458,0.09732232,8
0.446843408,-0.412325838,6
0.55877381,0.057703885,1
0.315351552,0.442942655,2
0.024991313,0.353756283,8
0.32727275,-0.352260425,6
-0.803025948,0.480811333,7
-0.031606557,0.369312239,8
-0.109224344,-0.57164402,9
-0.344861542,0.471758092,0
-0.846545909,0.395002267,7
-0.521570886,0.448831993,0
-0.890899946,0.462916123,7
0.391595354,-0.265838401,6
0.648294458,0.069799337,1
-0.134140118,0.189450635,8
0.10503617,0.571172561,2
0.460603286,-0.424915356,6
0.488149986,-0.270647894,6
0.579251171,0.508293329,3
-0.154562855,-0.654182556,9
0.650373331,0.417913153,3
0.02946097,0.221702323,8
0.549731994,-0.283389398,6
-0.376303604,-0.367694475,4
-0.157715879,-0.868165246,9
-0.205703582,-0.580827461,9
-0.559962862,-0.613146963,5
-0.146807921,-0.59658386,9
-0.819481428,0.507108408,7
0.252015291,-0.255115837,6
-0.362091837,0.354834249,0
-0.585178073,-0.218367337,4
0.13706761,0.37855037,2
-0.910367517,0.493543108,7
-0.028825323,0.298332293,8
-0.241384491,-0.593792554,9
0.001903405,-0.797938813,9
0.678957323,0.022728922,1
-0.685765639,0.404765428,7
-0.574532298,0.350388031,0
-0.082785929,0.408562252,8
-0.1216856,0.258590842,8
0.523982357,0.406360738,3
-0.923497544,0.539641599,7
-0.030027356,0.387648779,8
0.757846778,-0.030821127,1
0.287338452,0.246212827,2
-0.818372499,0.324744968,7
0.6376611,0.376645882,3
0.682751439,0.495242594,3
0.646126581,-0.128687546,1
0.621422535,-0.081206764,1
0.612897253,0.580373692,3
-0.133270576,-0.572708702,9
-0.482023751,-0.196585724,4
0.35839588,-0.265008198,6
-0.507927098,0.541918797,0
0.194757778,0.419840936,2
0.560435036,-0.071887135,1
-0.542658489,-0.590120808,5
0.570848929,-0.018674332,1
0.360191992,0.217595297,1
-0.799221171,0.473770598,7
-0.772803624,0.428659905,7
0.490758087,0.479597129,3
0.135410253,0.469652951,2
-0.064952248,0.554614995,8
0.673076245,0.523260178,3
-0.955586772,0.436685178,7
-0.006192621,0.305434387,8
0.502971837,-0.198006764,1
0.572298883,0.41070055,3
-0.468450281,-0.112814011,4
-0.34211419,-0.055029229,4
0.644621464,-0.180138372,1
0.498500304,-0.229435045,6
-0.641312506,-0.529065741,5
-0.411061513,-0.501715409,5
0.311645813,0.337447236,2
0.343555847,-0.433253947,6
-0.156106708,0.238497467,8
-0.558733329,-0.130385916,4
0.554232284,-0.156631636,6
0.735855421,-0.00722695,1
-0.149610947,-0.629058457,9
-0.038605887,-0.550639644,9
0.493006494,0.491889602,3
-0.470629314,0.501759355,0
0.43974731,-0.099232434,1
0.514357386,0.65384414,3
-0.884364479,0.478935883,7
-0.780476089,0.439163874,7
0.378316572,0.454341621,2
0.805500089,0.685035004,3
-0.174115024,-0.486534452,9
-0.991073142,0.408601954,7
0.648831062,0.499900619,3
0.514317086,0.054147109,1
0.008630709,0.216897252,8
0.37377846,-0.1323678,6
0.308779441,0.315897889,2
-0.571001745,0.475402945,0
0.271693587,0.491315909,2
-0.190244059,-0.620474646,9
0.667214471,-0.146647158,1
-0.467561191,-0.236041627,4
-0.407092556,0.391933267,0
0.731079636,-0.097977284,1
-0.736932494,0.510254114,7
-0.647501314,-0.519747405,5
-0.227067417,-0.725068829,9
-0.623771396,-0.505891584,5
-0.801644596,0.369785662,7
0.630681878,0.358523702,3
-0.207980717,-0.832653984,9
0.020819242,0.14206291,8
-0.277146197,-0.594759541,9
-0.488328492,-0.184280522,4
-0.580767257,-0.666762372,5
0.474345973,-0.305436723,6
0.442346064,0.084391069,1
-0.52830958,-0.113370997,4
-0.246617982,-0.555876955,9
-0.533380718,0.547195618,0
0.722442303,0.039229938,1
0.265269,0.415673174,2
0.722807421,0.417222001,3
-0.317592615,0.349526353,0
0.572547853,0.488930632,3
0.649253293,0.396974506,3
0.557825186,-0.13561797,6
-0.138544955,-0.531920075,9
-0.121509865,-0.695389124,9
-0.201654544,-0.68312563,9
-0.038803971,0.292761075,8
0.722078558,-0.099954993,1
-0.829136658,0.478094941,7
0.74211896,0.114428773,1
-0.559595421,0.048321344,4
-0.564719077,-0.165959733,4
0.424505637,0.511633936,2
0.520724537,-0.252037371,6
0.644373126,0.081999333,1
0.292287287,0.416662673,2
-0.16391926,-0.553967047,9
0.272552711,0.619157885,2
0.442910598,0.546521424,3
-0.358035691,-0.225389201,4
0.619487578,0.514254616,3
-0.199508218,-0.730000956,9
0.546418309,-0.323065764,6
-0.009810869,0.421647836,8
-0.08331543,0.247904099,8
-0.393682652,-0.3008215,4
0.603837782,0.512270714,3
0.713850481,0.054014015,1
0.626104156,0.085589054,1
-0.583358046,-0.623939205,5
0.573347737,0.031335773,1
-0.108582604,-0.651215601,9
0.314446534,0.531170712,2
-0.494719349,-0.068219065,4
0.331988305,0.440697287,2
-0.094458711,0.272606065,8
0.166323068,0.225958712,8
-0.195666141,-0.729508143,9
0.355226141,-0.334366886,6
-0.888872737,0.590377016,7
-0.154199836,-0.844611443,9
-0.323854278,0.297191714,0
0.582984316,0.498266176,3
-0.000400746,0.416717941,8
-0.081019763,-0.963213207,9
0.355159952,0.420791015,2
0.065447806,0.333193385,8
-0.599195994,-0.61344685,5
-0.558778636,-0.449706688,5
0.046087019,-0.918404882,9
-0.078944688,-0.729217387,9
-0.527546248,-0.682519183,5
-0.559285073,-0.136050592,4
-0.589060911,-0.678734353,5
0.259651619,0.474868781,2
0.457959079,0.343121014,2
-0.97547775,0.455534539,7
0.562468425,0.010360515,1
-0.277917861,-0.593998045,9
-0.324833496,0.470541894,0
-0.50445717,0.661487519,0
-0.491801588,0.039409566,4
0.438074193,-0.220610806,6
-0.635448179,-0.599705641,5
-0.761781647,0.420678016,7
-0.061617948,0.225160329,8
0.682381987,0.409607517,3
0.355356273,0.383113997,2
0.516136429,-0.332886767,6
-0.570231874,-0.150300883,4
-0.190060529,-0.595156488,9
-0.859194178,0.454715533,7
-0.682358672,0.546171531,7
0.522741196,0.382805971,3
-0.747501535,0.389715896,7
0.443649989,-0.026980616,1
0.605485953,0.630079172,3
0.359940113,0.593521015,2
0.126516143,0.383972372,8
-0.188307368,-0.696259676,9
0.459480906,-0.024146179,1
-0.148023834,0.255038123,8
-0.435573507,-0.152912408,4
0.567569988,0.513842278,3
0.500944573,0.439050468,3
0.508763829,0.301375104,3
-0.365332455,0.585175606,0
-0.298360391,-0.607240525,9
-0.623263957,-0.337863031,5
-0.320178302,-0.170999579,4
0.49848862,-0.432584809,6
-0.179569733,-0.74656911,9
-0.445753611,0.587571931,0
-0.603541728,0.388616273,0
0.695716486,-0.066044649,1
0.773460603,0.041811487,1
-0.458680601,0.454705837,0
0.266647084,0.360233769,2
-0.467842856,0.555354304,0
0.640341665,0.4513044,3
0.012612959,0.232523664,8
0.618957702,-0.012238994,1
0.355341555,0.422758493,2
0.52247151,0.110707128,1
0.16865172,0.364296831,2
0.570878281,0.50111751,3
0.469907963,-0.144479083,6
-0.567679007,-0.354884791,5
0.368326874,0.633377967,3
0.296127654,0.464309318,2
0.314460562,0.463011967,2
0.553697808,-0.393293914,6
0.49939222,-0.120860727,6
-0.187456112,-0.620776376,9
0.156331892,0.264038869,8
-0.469944961,-0.112844221,4
0.74339761,0.692101724,3
0.260453107,0.481451375,2
-0.270139412,-0.191883977,4
-0.764213372,0.315940335,7
0.464081162,0.46089654,2
0.427412435,-0.17425597,6
-0.098867871,-0.624870665,9
0.682087092,-0.011788232,1
0.279082344,0.478155513,2
-0.372012528,-0.347351486,4
-0.08796311,0.188045853,8
0.618465784,-0.068861613,1
0.559893912,-0.404374771,6
0.674458981,-0.054623304,1
-0.388150761,-0.314200617,4
-0.436227393,-0.084227154,4
-0.569078452,-0.700916334,5
-0.634751917,-0.119521265,4
-0.20271148,-0.778316736,9
-0.679149208,0.417098624,7
-0.496161461,-0.09013273,4
-0.386613529,-0.619442783,5
0.676059239,0.653988916,3
0.213029133,0.354321274,2
0.07614633,0.462855894,2
-0.022219474,0.196925111,8
-0.592805684,-0.373443764,5
0.308807796,0.4692842,2
0.475858259,-0.422636038,6
-0.071558644,0.328256223,8
0.146457378,0.395040218,8
0.381723873,0.505432722,2
0.298696565,0.608305705,2
0.587694218,-0.146136637,6
0.55569456,0.537445802,3
0.485266647,0.109256461,1
-0.298536141,-0.207080275,4
0.615156231,0.438680727,3
-0.667831176,-0.418788844,5
-0.032308253,0.218506752,8
-0.065513265,0.286406864,8
-0.776644043,0.612402771,7
0.574933704,0.162756399,1
-0.060481487,0.257875783,8
-0.850376413,0.596414856,7
-0.086498749,0.347435841,8
-0.502024144,-0.485546101,5
-0.556700896,-0.036106325,4
-0.177547838,-0.703671781,9
-0.097697364,-0.627319617,9
-0.542752301,-0.39632579,5
-0.423177849,0.471495722,0
-0.427006249,0.404875562,0
-0.197714394,-0.609766476,9
0.63212478,0.029041033,1
0.56288225,-0.383531898,6
-0.427328013,-0.174579608,4
-0.347415703,-0.742083294,9
-0.419524883,-0.023931785,4
-0.467017209,-0.352118419,4
0.533457446,-0.356226356,6
0.779925076,0.075903347,1
0.689958877,-0.200125767,6
-0.119841532,-0.492351956,9
0.274875881,0.51889519,2
0.341667626,0.541442105,2
0.500336546,-0.179752682,1
0.666591808,0.557878108,3
-0.705522841,0.47203271,7
-0.795100449,0.451200614,7
-0.582861149,-0.599597189,5
0.224042692,0.428487854,2
0.545807647,-0.295973641,6
-0.444058168,-0.136843223,4
-0.049272554,0.339697424,8
0.674829544,0.653153026,3
-0.611980881,-0.562379287,5
0.635818229,0.496758649,3
-0.80780283,0.414606479,7
0.490350716,0.415686644,3
-0.529734874,-0.664995041,5
-0.38661027,-0.131570124,4
0.532142968,0.483677533,3
-0.227177419,-0.611868742,9
-0.539912383,-0.164830693,4
-0.552693518,-0.403856061,5
0.635735479,0.565564278,3
-0.471351051,-0.442352577,5
0.547312091,0.535181866,3
-0.082420649,0.269084731,8
0.658363166,-0.041834918,1
-0.421382217,-0.575048879,5
-0.3922385,0.401346175,0
-0.49066189,-0.121421095,4
-0.124571857,-0.72548179,9
-0.521476031,-0.118069134,4
0.620195678,-0.10008541,1
0.237612007,0.35738007,2
0.360067061,0.456711208,2
0.092948541,0.235744783,8
-0.112654474,-0.679074775,9
0.225456818,0.417672203,2
-0.527062499,-0.500093409,5
0.534988204,0.050141516,1
0.668449751,0.50242178,3
0.015320611,0.186924186,8
0.498927143,0.460092941,3
-0.908357063,0.575122411,7
0.008099268,-0.495336898,9
-0.34911307,-0.302422007,4
-0.428228667,0.641014748,0
-0.110758276,0.260136528,8
-0.596162931,-0.664108376,5
-0.565622919,-0.326282165,4
0.48937069,-0.098878566,6
0.389632562,0.520434561,2
-0.158660567,-0.541322121,9
-0.434507595,-0.088378165,4
-0.735494506,-0.521256261,5
-0.473477863,0.606234422,0
-0.876122862,0.509324193,7
0.58898604,0.102702485,1
-0.482787126,-0.388190426,4
-0.018084099,0.190382731,8
-0.265356555,-0.631507031,9
-0.453469376,-0.127602167,4
0.253152057,0.308973852,2
0.625640739,0.382650735,3
0.220449143,0.288859487,2
-0.507145653,-0.519630478,5
-0.284305128,0.554495247,0
-0.479937941,0.514488292,0
0.361918977,0.575150014,2
-0.211772578,-0.780361307,9
0.44349769,0.284868491,3
0.326162156,0.419262738,2
-0.046400763,0.296744649,8
0.475191991,0.305915986,3
-0.647883209,-0.482022215,5
-0.100308782,0.297824767,8
-0.260247063,0.552037292,0
-0.089024258,0.29443953,8
-0.948090506,0.572128473,7
-0.66096674,-0.248709406,4
-0.395273962,-0.091562195,4
-0.512597181,-0.200936,4
0.025066802,0.166068143,8
0.236437811,-0.344633814,6
0.594837105,-0.298762819,6
0.611932377,-0.058195236,1
-0.093774072,-0.594806058,9
0.266433727,0.646098212,2
0.776088214,0.021590512,1
0.654394325,0.056012204,1
-0.465963737,0.539290689,0
0.239579639,0.405340316,2
-0.548021432,0.52637094,0
-0.623696254,0.519163079,0
-0.540070561,0.611860826,0
0.582961923,0.042901842,1
-0.565907783,-0.523846294,5
0.588387453,-0.055745145,6
0.74791553,0.649876026,3
-0.16982964,-0.559709712,9
-0.122032932,0.2874067,8
0.01914724,0.167048188,8
-0.473898377,-0.204140924,4
0.043225938,0.296323414,8
-0.054096664,0.531836031,8
0.273193816,0.442047812,2
-0.501737143,-0.673487824,5
0.506773499,-0.274083936,6
0.607731104,0.543916559,3
0.689406979,0.415489342,3
-0.60431574,0.483134932,0
0.714354242,0.060534246,1
0.747161635,0.462273411,3
-0.033040827,0.240434557,8
0.370102281,-0.329933282,6
0.196805309,0.476334619,2
0.655907786,-0.166201753,1
0.666404208,0.065808563,1
-0.34198467,-0.729499482,9
0.462991921,0.564352092,3
0.650633544,0.586663795,3
0.280299935,0.500839216,2
-0.277437032,-0.835228782,9
0.489307467,0.504394982,3
0.448201883,0.552176775,3
0.375905308,0.453288436,2
0.259367324,0.152695604,2
-0.517262288,-0.523542219,5
-0.337114344,-0.197548237,4
-0.379578522,0.455712921,0
-0.497216156,-0.111080622,4
0.295157403,0.452928365,2
0.458506536,-0.105788939,6
0.503627974,0.556460594,3
-0.570211897,-0.284219778,4
-0.499040287,-0.518072734,5
-0.33910141,0.453232631,0
0.533571094,-0.05132552,1
0.041414346,0.25038336,8
0.656188647,0.494924468,3
0.42181385,0.51236798,3
0.049186998,0.286523123,8
-0.15668092,0.248678054,8
-0.253645733,-0.615033387,9
0.102155826,0.254254235,8
0.539164779,0.554261158,3
-0.668535943,0.384733114,7
-0.545815183,-0.531176478,5
0.726688063,-0.005211993,1
-0.362732262,0.548820883,0
0.737688383,-0.292634154,6
-0.583033701,-0.579265724,5
-0.897060442,0.668874322,7
0.052098333,0.3468617,8
-0.128676657,0.29657893,8
-0.53007076,0.377037944,0
0.157619549,0.505811733,2
-0.530328996,0.587666023,0
-0.565711963,0.552926876,0
0.598792973,0.508327793,3
0.465623011,-0.108004174,1
0.445438932,-0.427228412,6
0.699899129,-0.069895861,1
0.592356573,-0.294819786,6
-0.448894536,0.381677105,0
0.649176931,-0.018467438,1
0.515175516,-0.346837882,6
-0.493296081,0.450985392,0
0.461368426,-0.294771903,6
-0.591901109,-0.611224482,5
0.555164181,0.34767201,3
0.47106105,-0.372258545,6
-0.430812828,-0.153303266,4
-0.528124002,0.569866803,0
0.542103112,-0.235100651,6
-0.520874741,0.023717433,4
-0.045716672,0.273364897,8
0.047100956,0.204372308,8
0.59263923,-0.115547298,1
-0.413192744,-0.493031606,5
-0.527258099,0.438853988,0
0.411251462,-0.180652319,6
-0.487755511,0.473174891,0
-0.642286426,-0.542311519,5
-0.013381325,0.329143852,8
0.536700582,-0.29135308,6
0.615448423,0.519432275,3
0.487871618,0.572077268,3
0.631253724,0.018793715,1
0.571938279,-0.001821606,1
-0.541481534,-0.226607469,4
-0.520397102,-0.549225741,5
0.606290691,-0.260132922,6
0.28499172,0.437212485,2
0.505686083,-0.270469557,6
0.569721481,-0.127890837,1
-0.491020544,0.413599187,0
0.460247506,-0.333955484,6
-0.879157309,0.399313228,7
-0.274042059,-0.630115708,9
-0.56782076,-0.559517208,5
0.609168336,-0.080474389,1
0.384688446,0.335285984,2
-0.697142045,-0.461649042,5
-0.988795761,0.509755155,7
-0.008547208,0.350330427,8
-0.396823775,0.433730717,0
-0.197891927,-0.731864549,9
-0.406849549,0.57402441,0
-0.077074062,-0.756911894,9
-0.854629722,0.436994071,7
-0.710182122,0.390355094,7
-0.13181633,0.20022414,8
-0.215682451,-0.749989532,9
-0.758706028,0.51171371,7
-0.078882769,-0.829670795,9
-0.511994738,-0.330131149,4
-0.021709994,-0.700823865,9
-0.057561857,-0.728606021,9
-0.091124169,0.210176326,8
0.641153253,0.55767503,3
0.399851079,-0.329056758,6
-0.200782843,-0.665015893,9
-0.196173845,-0.110926983,4
-0.821264764,0.500445476,7
