x,y,t
0.919135503,0.859741825,1
-0.40946352,0.839677484,0
0.544509522,1.236460463,1
0.702531558,0.655911397,1
-0.873706876,1.028090609,0
-0.670435227,0.835279394,0
0.232951014,0.497344953,1
-0.338324263,0.722956661,0
0.434555199,0.84642569,1
0.444868112,0.854491598,1
0.548387985,0.561360739,1
-0.621430605,0.90888815,0
-0.877437929,1.032458137,0
0.715538329,0.782915072,1
-0.32704616,1.050302458,0
0.447942585,1.019264783,1
-0.446720816,0.856435092,0
0.681600188,0.854770607,1
-0.507741182,0.710277513,0
0.570438238,0.474419524,1
0.349652939,0.516943512,1
0.166761014,0.440466492,1
-0.46930317,0.913623668,0
-0.564564822,0.931592667,0
0.16660441,0.679581937,1
-0.849325505,0.73664444,0
0.713069476,0.755653907,1
-0.955553232,0.366113557,0
-0.596962584,0.956169547,0
-0.707298454,1.000879032,0
-0.972683515,0.790753062,0
0.291187357,0.421328001,1
-0.671872448,1.1588694,0
0.600714458,0.925567126,1
-1.041213668,0.985481483,0
-0.559772771,0.993372919,0
-0.625927654,1.148318026,0
-0.723750886,0.97088506,0
-0.631958662,0.689265453,0
0.732172109,0.921919829,1
0.87574834,0.478801731,1
0.658583472,0.643923269,1
0.169449988,0.490048457,1
-0.620948039,0.635394682,0
0.401922586,0.619500589,1
-0.459281408,1.000780183,0
0.457006798,1.121475482,1
0.716326841,0.731994951,1
-0.437321325,0.894968391,0
0.285813339,0.621011264,1
-0.469243291,0.932391103,0
-0.585842544,0.683710999,0
0.770575473,0.268168675,1
0.528449207,0.601280552,1
0.421282412,0.475409226,1
0.180242866,0.548617683,1
0.569573121,1.072760167,1
0.428357362,0.48740584,1
0.566672721,0.812722968,1
-0.786561874,1.434318215,0
0.688052156,0.794254992,1
-0.424402611,1.035714906,0
0.693396784,1.066357813,1
0.297639476,0.818366335,1
0.547979594,0.827970224,1
-0.855415194,0.531058154,0
0.552927586,0.7352862,1
-0.541877612,1.073413707,0
0.427388333,0.623291676,1
0.4576846,0.418258857,1
-0.39390134,0.610502721,0
0.454957075,0.458091359,1
0.297593659,0.662383382,1
-0.507298003,0.909157493,0
0.482575742,0.461176171,1
0.496887086,0.603193999,1
-0.868298482,0.873740884,0
0.385555574,0.851403126,1
0.360722324,0.639425521,1
0.279745028,0.636507217,1
0.480295122,0.672217096,1
0.22782862,0.418032891,1
-0.70723349,0.862310761,0
0.579356966,0.602436777,1
-0.414905435,1.140703418,0
-0.837171482,0.931101061,0
-0.423098905,1.020605015,0
-1.087166664,0.99436543,0
-0.787717762,0.890029676,0
0.427945176,0.705215965,1
0.033614313,0.602934254,1
-0.676004798,1.074887932,0
-0.732441306,0.771037282,0
0.649950642,0.397348762,1
0.846456882,0.785550868,1
0.598151807,0.60932796,1
0.689022128,0.375878323,1
-0.552872353,0.857820314,0
-0.653283649,0.813425908,0
-0.426743666,0.812961545,0
0.568366932,0.701192155,1
0.863296762,0.69582601,1
0.364063201,0.488842612,1
