x,y,t
-0.376225309,-0.784907926,1
-0.456844714,-0.482915991,1
-0.712114205,-0.185167849,0
-0.795092606,0.290493195,0
-0.978441968,0.174541786,0
0.092083929,-0.719191308,1
-0.080327205,-0.066119604,1
-0.639987397,-0.092293337,0
0.095998289,-0.180158626,1
0.016887211,-1.052541315,1
-1.027192375,-0.858050672,1
-0.863120263,0.390576563,0
-0.80396496,-0.606326137,1
-1.619943428,-0.694441838,0
-0.2317648,-0.947550493,1
-0.933633697,-0.188845283,0
-1.211561203,0.189502975,0
0.67114398,-0.308149233,1
-0.125970323,-0.490268603,1
-1.237363165,-0.03361969,0
0.106120026,0.01711688,1
-0.887972584,0.202511069,0
0.065586146,-1.323338606,1
0.134245579,-0.86583733,1
-0.583594119,0.379829177,0
-0.863045999,-1.13862265,1
-0.075137574,-0.940028397,1
-0.450834845,-0.114343431,0
-1.013295457,-0.47494624,0
0.034513263,-0.409146489,1
0.041722989,-0.590309057,1
0.01511731,-0.797644039,1
-0.364118995,-0.877801506,1
-0.270235723,-0.580565496,1
-0.929350323,0.105294981,0
-0.235121243,-0.952767608,1
-0.981313306,-0.140025968,0
0.319597698,-0.537688461,1
0.02044582,-0.874879086,1
-1.07869454,0.150049587,0
-0.74817424,0.038175091,0
-0.374344615,-0.715296432,1
-0.108358707,-0.289657873,1
-0.743225852,-0.078190517,0
-0.416442222,-0.478965663,1
-0.97157713,0.142616619,0
-0.606894392,-0.661025338,1
-1.225943939,0.059046726,0
-1.0758868,0.630674069,0
0.119388961,-0.306290419,1
-0.504786314,0.00910064,1
-0.204861679,-0.58980608,1
-1.117473643,-0.257401952,0
-1.145914864,-0.164262492,0
-1.219077262,0.348637189,0
-0.543860521,-0.189121702,0
-1.159874046,0.023617155,0
-0.685410626,-0.292887835,0
-0.293681224,-0.869987055,1
-0.764695808,-0.304734781,0
-0.825776761,-0.174894589,0
-0.596863192,-0.963155076,1
-0.173324014,-0.953518207,1
-1.328134109,-0.086807182,0
-1.224325461,-0.244347444,0
-1.029059733,0.086715374,0
-0.238671124,0.128716785,0
-0.799552356,-0.429810931,0
-1.106513897,0.146502481,0
-0.478207487,-0.439767542,0
-0.276267309,-0.544944735,1
-0.641247551,0.066309983,0
-0.48306473,-1.011652155,1
-0.397239501,-1.161275433,1
-0.553881563,-0.128598081,1
-0.273624381,-0.473323646,1
-0.361945575,-0.886227411,1
-0.796910364,-0.072452605,0
-0.194139148,-0.987928124,1
-0.409764442,-1.168901542,1
-0.678252286,-0.069689131,0
-0.544799698,-1.457341762,1
-0.763473964,-0.78190867,0
-0.837743741,-0.6665164,0
-0.359338127,-0.122881031,0
-0.579228536,-0.094967376,0
-0.662528355,0.261679755,0
-0.430047669,-0.718584173,1
-0.607911909,-0.919176834,1
-0.595561112,-0.120375331,1
-1.366551708,0.33981603,0
0.119365912,-0.450201326,1
-0.537731265,-0.490269175,0
-0.335865256,-0.342485715,0
-0.933625949,0.28570934,0
-1.634064568,0.03592871,0
-0.256143798,-0.589915267,1
-0.633373292,-0.290905193,0
-0.4414264,-0.506068328,1
-1.005279544,-0.321001863,0
-1.411497766,0.351027203,0
-0.019690353,-0.302233375,1
-0.309479157,-0.4973949,1
-0.836865846,0.606165023,0
-0.513032811,0.162906182,0
-0.419401605,-0.8381647,1
-0.962115369,-0.055530695,0
-0.677966352,0.089371232,0
-1.113041231,0.370239418,0
-1.157442757,-0.74471066,0
-1.391231925,0.051536103,0
-1.451262071,0.273465807,0
-0.196615549,-1.176241658,1
-0.263624728,-0.685615024,1
-0.214424035,-0.320548329,1
-0.227082229,-0.431582655,1
-0.711869237,-0.201559817,0
-0.105829577,-0.965365476,1
0.206652566,-0.792050753,1
-0.319601022,-0.29042794,0
-1.270726924,-0.493782003,0
-0.833142848,0.040361049,0
0.006888559,-0.771759044,1
-0.81969997,0.067474914,0
-0.920575238,0.382225813,0
-0.443285715,-0.6396858,1
-0.332393473,0.188110457,0
-0.142264015,-0.747607493,1
-0.030943548,-0.523262762,1
-1.056377915,0.231288831,0
-1.123637589,0.295374677,0
-0.600757,-0.651717506,1
-0.557804708,-0.966371682,1
0.215283242,-0.353006803,1
-0.993563501,-1.164493434,1
-0.604414493,0.077161753,0
-1.061998194,0.186265182,0
-0.255575137,-1.021383365,1
-0.821779241,0.357259754,0
-0.423097886,-0.231740134,1
-0.103931226,-0.795009494,1
-0.781833097,-0.730626127,1
-0.791023923,0.187304078,0
-0.778409683,0.128396559,0
-1.529585912,0.346208322,0
-0.946286187,0.24616749,0
-1.212911092,-0.121840735,0
-1.09355763,0.138846398,0
-0.258514364,-0.739367171,1
-0.311005388,-0.854220687,1
-0.133689637,-0.58390053,1
-0.470619295,0.17509205,0
-1.34386716,0.104520029,0
-0.5553523,-0.709360289,1
0.096846955,-0.671825711,1
-1.10852073,0.656013364,0
-0.373314888,0.340859075,0
-0.171297821,-0.378055968,1
-0.905456545,-0.643473433,0
-0.711592923,0.005761695,0
-0.430724922,-0.939156445,1
-0.755918233,-0.560763655,1
-0.220360511,-0.657906696,1
