epoch,step,train_loss,val_loss
0,236,,0.1458033174276352
0,236,0.12903515994548798,
1,473,,0.4829651713371277
1,473,0.29106616973876953,
2,710,,0.4867512881755829
2,710,0.49234944581985474,
3,947,,0.46883317828178406
3,947,0.49229586124420166,
4,1184,,0.5666859149932861
4,1184,0.48900094628334045,
5,1421,,0.4953039586544037
5,1421,0.490813285112381,
6,1658,,0.5649383068084717
6,1658,0.49979329109191895,
7,1895,,0.4703405797481537
7,1895,0.491333931684494,
8,2132,,0.47796982526779175
8,2132,0.48901471495628357,
9,2369,,0.5010135173797607
9,2369,0.49359452724456787,
10,2606,,0.495357483625412
10,2606,0.5037224888801575,
11,2843,,0.531497061252594
11,2843,0.4950425624847412,
12,3080,,0.524608314037323
12,3080,0.49329954385757446,
13,3317,,0.4831853210926056
13,3317,0.4862237274646759,
14,3554,,0.46777811646461487
14,3554,0.4927683174610138,
15,3791,,0.48379963636398315
15,3791,0.4948185384273529,
16,4028,,0.48504406213760376
16,4028,0.49290481209754944,
17,4265,,0.4749053716659546
17,4265,0.4930972158908844,
18,4502,,0.4667460322380066
18,4502,0.5035671591758728,
19,4739,,0.4936223030090332
19,4739,0.4957098960876465,
20,4976,,0.5131049752235413
20,4976,0.5070293545722961,
